reporting_name	reporting_id	taxids	compound_id	class_type	subclass	nucleic_acid	RNA	DNA	seqids_in_rna_db	seqids_in_dna_db	semantic_group	core
Acidomonas methanolica	4831	437	4831_437	bacterial	bacterial	.	16s	bg	9	1	.	bg
Acidomyces acidothermus	16227	700543	16227_700543	fungal	fungal	.	18s	.	3	0	.	.
Acidomyces richmondensis	16463	245562	16463_245562	fungal	fungal	.	18s	.	4	0	.	.
Acidothermus cellulolyticus	2459	28049	2459_28049	bacterial	bacterial	.	16s	bg	2	1	.	bg
Acidovorax anthurii	11546	78229	11546_78229	bacterial	bacterial	.	16s	.	5	0	.	.
Acidovorax avenae	3629	80870,643561,80867	3629_80867	bacterial	bacterial	.	16s	bg	19	3	.	bg
Acidovorax caeni	46	343013	46_343013	bacterial	bacterial	.	16s	bg	5	1	.	bg
Acidovorax cattleyae	15283	80868	15283_80868	bacterial	bacterial	.	16s	.	10	0	.	.
Acidovorax citrulli	1376	80869	1376_80869	bacterial	bacterial	.	16s	bg	26	4	.	bg
Acidovorax defluvii	15114	86669	15114_86669	bacterial	bacterial	.	16s	.	13	0	.	.
Acidovorax delafieldii	14601	47920	14601_47920	bacterial	bacterial	.	16s	bg	34	3	.	.
Acidovorax ebreus	1196	721785	1196_721785	bacterial	bacterial	.	16s	bg	1	1	.	bg
Acidovorax facilis	11133	12917	11133_12917	bacterial	bacterial	.	16s	.	9	0	.	.
Acidovorax konjaci	8220	32040	8220_32040	bacterial	bacterial	.	16s	.	9	0	.	.
Acidovorax lacteus	11238	1924988	11238_1924988	bacterial	bacterial	.	16s	.	1	0	.	.
Acidovorax oryzae	1368	1408420,862720	1368_862720	bacterial	bacterial	.	16s	bg	9	1	.	bg
Acidovorax phage ACP17	20405	2010329	20405_2010329	viral	phage	DNA	virus	.	1	0	.	.
Acidovorax radicis	634	758826,999386	634_758826	bacterial	bacterial	.	16s	bg	5	2	.	bg
Acidovorax soli	8657	592050	8657_592050	bacterial	bacterial	.	16s	.	5	0	.	.
Acidovorax temperans	4779	80878	4779_80878	bacterial	bacterial	.	16s	bg	6	1	.	bg
Acidovorax valerianellae	8301	187868	8301_187868	bacterial	bacterial	.	16s	.	6	0	.	.
Acidovorax wautersii	10780	1177982	10780_1177982	bacterial	bacterial	.	16s	.	4	0	.	.
Acidovorax wohlfahrtii	8600	121873	8600_121873	bacterial	bacterial	.	16s	.	2	0	.	.
Acinetobacter albensis	8968	1673609	8968_1673609	bacterial	bacterial	.	16s	.	4	0	.	.
Acinetobacter antiviralis	11671	363192	11671_363192	bacterial	bacterial	.	16s	.	2	0	.	.
Acinetobacter apis	11391	1229165	11391_1229165	bacterial	bacterial	.	16s	.	2	0	.	.
Acinetobacter baumannii	2845	470,575584	2845_470	bacterial	bacterial	.	16s	bg	181	1709	.	bg
Acinetobacter baylyi	642	1120924,202950	642_202950	bacterial	bacterial	.	16s	bg	15	5	.	bg
Acinetobacter beijerinckii	309	262668	309_262668	bacterial	bacterial	.	16s	bg	12	3	.	bg
Acinetobacter bereziniae	3183	106648	3183_106648	bacterial	bacterial	.	16s	bg	9	6	.	bg
Acinetobacter bohemicus	1399	1435036,1217715	1399_1435036	bacterial	bacterial	.	16s	bg	5	1	.	bg
Acinetobacter boissieri	10367	1219383	10367_1219383	bacterial	bacterial	.	16s	.	4	0	.	.
Acinetobacter bouvetii	1167	202951	1167_202951	bacterial	bacterial	.	16s	bg	19	3	.	bg
Acinetobacter brisouii	3944	396323	3944_396323	bacterial	bacterial	.	16s	bg	4	4	.	bg
Acinetobacter calcoaceticus	1339	471	1339_471	bacterial	bacterial	.	16s	bg	156	14	.	bg
Acinetobacter celticus	12792	1891224	12792_1891224	bacterial	bacterial	.	16s	.	5	0	.	.
Acinetobacter courvalinii	6398	280147	6398_280147	bacterial	bacterial	.	16s	.	1	0	.	.
Acinetobacter defluvii	11944	1871111	11944_1871111	bacterial	bacterial	.	16s	.	1	0	.	.
Acinetobacter dispersus	7867	70348	7867_70348	bacterial	bacterial	.	16s	.	3	0	.	.
Acinetobacter equi	1038	1324350	1038_1324350	bacterial	bacterial	.	16s	bg	3	1	.	bg
Acinetobacter gandensis	5498	1443941	5498_1443941	bacterial	bacterial	.	16s	bg	10	1	.	bg
Acinetobacter gerneri	2001	202952	2001_202952	bacterial	bacterial	.	16s	bg	5	3	.	bg
Acinetobacter guillouiae	3455	106649	3455_106649	bacterial	bacterial	.	16s	bg	25	4	.	bg
Acinetobacter gyllenbergii	2365	134534	2365_134534	bacterial	bacterial	.	16s	bg	4	5	.	bg
Acinetobacter haemolyticus	3473	29430	3473_29430	bacterial	bacterial	.	16s	bg	42	9	.	bg
Acinetobacter halotolerans	14345	1752076	14345_1752076	bacterial	bacterial	.	16s	.	2	0	.	.
Acinetobacter harbinensis	5341	1353941	5341_1353941	bacterial	bacterial	.	16s	bg	1	1	.	bg
Acinetobacter idrijaensis	5344	1507807	5344_1507807	bacterial	bacterial	.	16s	bg	1	1	.	bg
Acinetobacter indicus	2477	1341679,756892	2477_756892	bacterial	bacterial	.	16s	bg	9	4	.	bg
Acinetobacter johnsonii	832	40214	832_40214	bacterial	bacterial	.	16s	bg	100	9	.	bg
Acinetobacter junii	3309	40215	3309_40215	bacterial	bacterial	.	16s	bg	61	10	.	bg
Acinetobacter kookii	12875	1226327	12875_1226327	bacterial	bacterial	.	16s	.	1	0	.	.
Acinetobacter kyonggiensis	7962	595670	7962_595670	bacterial	bacterial	.	16s	.	2	0	.	.
Acinetobacter lactucae	2155	1785128	2155_1785128	bacterial	bacterial	.	16s	bg	4	2	.	bg
Acinetobacter larvae	4083	1789224	4083_1789224	bacterial	bacterial	.	16s	bg	3	1	.	bg
Acinetobacter lwoffii	2073	28090,981327	2073_28090	bacterial	bacterial	.	16s	bg	125	10	.	bg
Acinetobacter marinus	15002	281375	15002_281375	bacterial	bacterial	.	16s	.	2	0	.	.
Acinetobacter modestus	13006	1776740	13006_1776740	bacterial	bacterial	.	16s	.	2	0	.	.
Acinetobacter movanagherensis	11931	1397514	11931_1397514	bacterial	bacterial	.	16s	.	1	0	.	.
Acinetobacter nectaris	2936	1392540,1219382	2936_1219382	bacterial	bacterial	.	16s	bg	8	1	.	bg
Acinetobacter nosocomialis	2962	106654	2962_106654	bacterial	bacterial	.	16s	bg	8	29	.	bg
Acinetobacter oleivorans	302	1148157	302_1148157	bacterial	bacterial	.	16s	bg	7	3	.	bg
Acinetobacter oryzae	10485	742719	10485_742719	bacterial	bacterial	.	16s	.	3	0	.	.
Acinetobacter parvus	3858	981333,134533	3858_134533	bacterial	bacterial	.	16s	bg	9	5	.	bg
Acinetobacter phage AJO1	20416	1917452	20416_1917452	viral	phage	unclear	virus	.	8	0	.	.
Acinetobacter phage AP205	20418	154784	20418_154784	viral	phage	RNA	virus	.	1	0	.	.
Acinetobacter phage Ab105-1phi	20406	1718840	20406_1718840	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage Ab105-2phi	20407	1718841	20407_1718841	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage Ab105-3phi	20408	1718842	20408_1718842	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage AbP2	20411	2015804	20411_2015804	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage Ac42	20413	762660	20413_762660	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage Acj61	20414	760732	20414_760732	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage Acj9	20415	760939	20415_760939	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage Bphi-B1251	20419	1221835	20419_1221835	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage IME_AB3	20420	1458669	20420_1458669	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage LZ35	20421	1792222	20421_1792222	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage PBAB08	20422	2053691	20422_2053691	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage PBAB25	20423	2053692	20423_2053692	viral	phage	unclear	virus	.	1	0	.	.
Acinetobacter phage Petty	20424	1406779	20424_1406779	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage Presley	20429	1406780	20429_1406780	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage RL-2015	20430	1604868	20430_1604868	viral	phage	unclear	virus	.	2	0	.	.
Acinetobacter phage SH-Ab 15497	20431	2060946	20431_2060946	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage SH-Ab 15519	20432	1916127	20432_1916127	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage SWH-Ab-1	20433	2053604	20433_2053604	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage WCHABP1	20450	1983409	20450_1983409	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage WCHABP12	20451	1965454	20451_1965454	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage WCHABP5	20452	1983525	20452_1983525	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage YMC11/11/R3177	20453	1628721	20453_1628721	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage YMC11/12/R1215	20454	1628722	20454_1628722	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage YMC11/12/R2315	20455	1628720	20455_1628720	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage YMC13/03/R2096	20456	1560342	20456_1560342	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage ZZ1	20457	1049283	20457_1049283	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage phiAB11	20425	1161145	20425_1161145	viral	phage	unclear	virus	.	1	0	.	.
Acinetobacter phage phiAB2	20426	691319	20426_691319	viral	phage	unclear	virus	.	6	0	.	.
Acinetobacter phage phiAB6	20427	1698439	20427_1698439	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage phiAC-1	20428	1229760	20428_1229760	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage vB_AbaM_Acibel004	20434	1481186	20434_1481186	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage vB_AbaM_ME3	20435	1837876	20435_1837876	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage vB_AbaM_phiAbaA1	20436	1605379	20436_1605379	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage vB_AbaP_AS11	20438	1932886	20438_1932886	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage vB_AbaP_AS12	20439	1932885	20439_1932885	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage vB_AbaP_Acibel007	20437	1481187	20437_1481187	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage vB_AbaP_B1	20440	2016049	20440_2016049	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage vB_AbaP_B3	20441	2016050	20441_2016050	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage vB_AbaP_B5	20442	2016051	20442_2016051	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage vB_AbaS_Loki	20446	1970374	20446_1970374	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage vB_AbaS_TRS1	20447	1852629	20447_1852629	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter phage vB_ApiP_P1	20448	2016052	20448_2016052	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter phage vB_ApiP_P2	20449	2016053	20449_2016053	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter pittii	1776	48296,981326	1776_48296	bacterial	bacterial	.	16s	bg	20	83	.	bg
Acinetobacter plantarum	11253	1591090	11253_1591090	bacterial	bacterial	.	16s	.	1	0	.	.
Acinetobacter populi	12805	1582270	12805_1582270	bacterial	bacterial	.	16s	.	6	0	.	.
Acinetobacter pragensis	2952	1806892	2952_1806892	bacterial	bacterial	.	16s	bg	1	1	.	bg
Acinetobacter proteolyticus	9329	1776741	9329_1776741	bacterial	bacterial	.	16s	.	3	0	.	.
Acinetobacter psychrotolerans	6683	320323	6683_320323	bacterial	bacterial	.	16s	.	2	0	.	.
Acinetobacter puyangensis	9273	1096779	9273_1096779	bacterial	bacterial	.	16s	.	3	0	.	.
Acinetobacter qingfengensis	4839	1262585	4839_1262585	bacterial	bacterial	.	16s	bg	3	1	.	bg
Acinetobacter radioresistens	4019	40216	4019_40216	bacterial	bacterial	.	16s	bg	27	8	.	bg
Acinetobacter refrigeratoris	9841	1433544	9841_1433544	bacterial	bacterial	.	16s	.	1	0	.	.
Acinetobacter rhizosphaerae	7481	243922	7481_243922	bacterial	bacterial	.	16s	.	7	0	.	.
Acinetobacter rudis	1163	632955,421052	1163_632955	bacterial	bacterial	.	16s	bg	4	2	.	bg
Acinetobacter schindleri	5228	108981,1217988	5228_108981	bacterial	bacterial	.	16s	bg	34	4	.	bg
Acinetobacter seifertii	4529	1530123	4529_1530123	bacterial	bacterial	.	16s	bg	8	3	.	bg
Acinetobacter seohaensis	10528	281376	10528_281376	bacterial	bacterial	.	16s	.	2	0	.	.
Acinetobacter septicus	14344	465797	14344_465797	bacterial	bacterial	.	16s	.	6	0	.	.
Acinetobacter soli	3458	487316	3458_487316	bacterial	bacterial	.	16s	bg	19	5	.	bg
Acinetobacter tandoii	2840	202954	2840_202954	bacterial	bacterial	.	16s	bg	7	3	.	bg
Acinetobacter tjernbergiae	4221	202955	4221_202955	bacterial	bacterial	.	16s	bg	16	3	.	bg
Acinetobacter towneri	2	202956,1120929	2_202956	bacterial	bacterial	.	16s	bg	6	3	.	bg
Acinetobacter ursingii	2220	981336,108980	2220_108980	bacterial	bacterial	.	16s	bg	11	9	.	bg
Acinetobacter variabilis	11826	70346	11826_70346	bacterial	bacterial	.	16s	bg	4	1	.	.
Acinetobacter venetianus	443	1191460,52133	443_52133	bacterial	bacterial	.	16s	bg	14	9	.	bg
Acinetobacter virus 133	20459	279006	20459_279006	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter virus AB1	20460	889876	20460_889876	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter virus AB2	20461	1243183	20461_1243183	viral	phage	DNA	virus	.	1	0	.	.
Acinetobacter virus AB3	20462	1273713	20462_1273713	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter virus AP22	20465	1187128	20465_1187128	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter virus AbC62	20463	1505225	20463_1505225	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter virus Abp1	20464	1235824,2059857	20464_1235824	viral	phage	DNA	virus	.	3	0	.	.
Acinetobacter virus Fri1	20466	1647373	20466_1647373	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter virus IME200	20467	1735582	20467_1735582	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter virus PD6A3	20468	1701807	20468_1701807	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter virus PDAB9	20469	1701808	20469_1701808	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter virus phiAB1	20470	691318	20470_691318	viral	phage	DNA	virus	.	2	0	.	.
Acinetobacter vivianii	9909	1776742	9909_1776742	bacterial	bacterial	.	16s	.	1	0	.	.
Acinetobacter xiamenensis	7932	410731	7932_410731	bacterial	bacterial	.	16s	.	3	0	.	.
Acinopterus angulatus reovirus	20471	1141931	20471_1141931	viral	viral	RNA	virus	.	1	0	.	.
Aconitum latent virus	20478	101764	20478_101764	viral	plant_virus	RNA	virus	.	1	0	.	.
Acremonium alcalophilum	17067	398408	17067_398408	fungal	fungal	.	18s	.	2	0	.	.
Acremonium antarcticum	18608	398410	18608_398410	fungal	fungal	.	18s	.	1	0	.	.
Acremonium blochii	16467	1036789	16467_1036789	fungal	fungal	.	18s	.	2	0	.	.
Acremonium breve	18338	561992	18338_561992	fungal	fungal	.	18s	.	1	0	.	.
Acremonium chrysogenum	19339	5044	19339_5044	fungal	fungal	.	18s	.	1	0	.	.
Acremonium curvulum	17446	687987	17446_687987	fungal	fungal	.	18s	.	1	0	.	.
Acremonium egyptiacum	18990	749675	18990_749675	fungal	fungal	.	18s	.	1	0	.	.
Acremonium flavum	16584	1036739	16584_1036739	fungal	fungal	.	18s	.	1	0	.	.
Acremonium guillematii	16169	1036741	16169_1036741	fungal	fungal	.	18s	.	1	0	.	.
Acremonium hyalinulum	16139	1036796	16139_1036796	fungal	fungal	.	18s	.	1	0	.	.
Acremonium minutisporum	17953	1036749	17953_1036749	fungal	fungal	.	18s	.	1	0	.	.
Acremonium nigrosclerotium	15771	1036754	15771_1036754	fungal	fungal	.	18s	.	1	0	.	.
Acremonium persicinum	16628	5051	16628_5051	fungal	fungal	.	18s	.	2	0	.	.
Acremonium potronii	18153	281365	18153_281365	fungal	fungal	.	18s	.	1	0	.	.
Acremonium radiatum	18301	1036758	18301_1036758	fungal	fungal	.	18s	.	1	0	.	.
Acremonium roseolum	19621	1036764	19621_1036764	fungal	fungal	.	18s	.	1	0	.	.
Acremonium rutilum	18344	45279	18344_45279	fungal	fungal	.	18s	.	1	0	.	.
Acremonium sclerotigenum	16370	261921	16370_261921	fungal	fungal	.	18s	.	2	0	.	.
Acremonium spinosum	18118	1036766	18118_1036766	fungal	fungal	.	18s	.	1	0	.	.
Acrocarpospora corrugata	14892	35763	14892_35763	bacterial	bacterial	.	16s	.	5	0	.	.
Acrocarpospora macrocephala	12612	150177	12612_150177	bacterial	bacterial	.	16s	.	2	0	.	.
Acrocarpospora phusangensis	10727	1070424	10727_1070424	bacterial	bacterial	.	16s	.	2	0	.	.
Acrocarpospora pleiomorpha	13642	90975	13642_90975	bacterial	bacterial	.	16s	.	2	0	.	.
Acrogenospora carmichaeliana	15881	286007	15881_286007	fungal	fungal	.	18s	.	1	0	.	.
Acrospermum adeanum	16877	1206321	16877_1206321	fungal	fungal	.	18s	.	1	0	.	.
Acrospermum compressum	19419	152639	19419_152639	fungal	fungal	.	18s	.	2	0	.	.
Acrospermum gramineum	19274	152640	19274_152640	fungal	fungal	.	18s	.	1	0	.	.
Acrostalagmus luteoalbus	19421	132138	19421_132138	fungal	fungal	.	18s	.	2	0	.	.
Actibacter haliotis	12933	1295005	12933_1295005	bacterial	bacterial	.	16s	.	1	0	.	.
Actibacter sediminis	8707	449463	8707_449463	bacterial	bacterial	.	16s	.	2	0	.	.
Actibacterium atlanticum	793	1461693	793_1461693	bacterial	bacterial	.	16s	bg	3	1	.	bg
Actibacterium mucosum	1631	1087332	1631_1087332	bacterial	bacterial	.	16s	bg	2	1	.	bg
Actibacterium ureilyticum	9696	1590614	9696_1590614	bacterial	bacterial	.	16s	.	2	0	.	.
Actimicrobium antarcticum	10251	1051899	10251_1051899	bacterial	bacterial	.	16s	.	2	0	.	.
Actinidia chlorotic ringspot-associated emaravirus	20483	1776763	20483_1776763	viral	plant_virus	RNA	virus	.	5	0	.	.
Actinidia seed-borne latent virus	20484	2081931	20484_2081931	viral	plant_virus	RNA	virus	.	1	0	.	.
Actinidia virus 1	20485	2024724	20485_2024724	viral	plant_virus	RNA	virus	.	1	0	.	.
Actinidia virus A	20486	1112769	20486_1112769	viral	plant_virus	RNA	virus	.	1	0	.	.
Actinidia virus B	20487	1112770	20487_1112770	viral	plant_virus	RNA	virus	.	1	0	.	.
Actinidia virus X	20488	1331744	20488_1331744	viral	plant_virus	RNA	virus	.	2	0	.	.
Actinoallomurus acaciae	13063	502577	13063_502577	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus acanthiterrae	9587	1136071	9587_1136071	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus amamiensis	7098	478109	7098_478109	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus bryophytorum	7747	1490222	7747_1490222	bacterial	bacterial	.	16s	.	3	0	.	.
Actinoallomurus caesius	7314	478115	7314_478115	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus coprocola	5702	478106	5702_478106	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus fulvus	13434	478108	13434_478108	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus iriomotensis	14159	478107	14159_478107	bacterial	bacterial	.	16s	.	4	0	.	.
Actinoallomurus liliacearum	7824	1080073	7824_1080073	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus luridus	8712	478111	8712_478111	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus oryzae	10460	502180	10460_502180	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus purpureus	10961	478114	10961_478114	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus radicium	5608	877472	5608_877472	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoallomurus spadix	12942	79912	12942_79912	bacterial	bacterial	.	16s	.	7	0	.	.
Actinoallomurus yoronensis	8806	478110	8806_478110	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoalloteichus alkalophilus	8919	238876	8919_238876	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoalloteichus cyanogriseus	228	65497	228_65497	bacterial	bacterial	.	16s	bg	3	3	.	bg
Actinoalloteichus hoggarensis	7045	1470176	7045_1470176	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoalloteichus hymeniacidonis	675	340345	675_340345	bacterial	bacterial	.	16s	bg	5	1	.	bg
Actinoalloteichus nanshanensis	15259	681644	15259_681644	bacterial	bacterial	.	16s	.	2	0	.	.
Actinoalloteichus spitiensis	939	252394,1114962	939_252394	bacterial	bacterial	.	16s	bg	2	1	.	bg
Actinobacillus anseriformium	8586	221404,221398	8586_221404	bacterial	bacterial	.	16s	.	5	0	.	.
Actinobacillus arthritidis	10838	157339	10838_157339	bacterial	bacterial	.	16s	.	6	0	.	.
Actinobacillus capsulatus	367	717	367_717	bacterial	bacterial	.	16s	bg	8	1	.	bg
Actinobacillus delphinicola	10728	51161	10728_51161	bacterial	bacterial	.	16s	.	3	0	.	.
Actinobacillus equuli	1451	202948,718	1451_718	bacterial	bacterial	.	16s	bg	5	1	.	bg
Actinobacillus hominis	11626	719	11626_719	bacterial	bacterial	.	16s	.	4	0	.	.
Actinobacillus indolicus	7258	51049	7258_51049	bacterial	bacterial	.	16s	.	5	0	.	.
Actinobacillus lignieresii	10220	720	10220_720	bacterial	bacterial	.	16s	.	9	0	.	.
Actinobacillus minor	2659	637911,51047	2659_51047	bacterial	bacterial	.	16s	bg	8	2	.	bg
Actinobacillus pleuropneumoniae	4376	715	4376_715	bacterial	bacterial	.	16s	bg	11	23	.	bg
Actinobacillus porcinus	14904	51048	14904_51048	bacterial	bacterial	.	16s	.	9	0	.	.
Actinobacillus porcitonsillarum	11243	189834	11243_189834	bacterial	bacterial	.	16s	.	2	0	.	.
Actinobacillus salpingitidis	14600	721	14600_721	bacterial	bacterial	.	16s	.	1	0	.	.
Actinobacillus scotiae	5539	182182	5539_182182	bacterial	bacterial	.	16s	.	2	0	.	.
Actinobacillus seminis	13433	722	13433_722	bacterial	bacterial	.	16s	.	2	0	.	.
Actinobacillus succinogenes	1980	67854	1980_67854	bacterial	bacterial	.	16s	bg	6	1	.	bg
Actinobacillus suis	2902	743972,716	2902_716	bacterial	bacterial	.	16s	bg	4	2	.	bg
Actinobacillus ureae	5115	723,887324	5115_723	bacterial	bacterial	.	16s	bg	3	1	.	bg
Actinobaculum massiliense	148	202789	148_202789	bacterial	bacterial	.	16s	bg	3	2	.	bg
Actinobaculum suis	2608	1657	2608_1657	bacterial	bacterial	.	16s	bg	4	3	.	bg
Actinocatenispora rupis	9173	519421	9173_519421	bacterial	bacterial	.	16s	.	2	0	.	.
Actinocatenispora sera	2521	390989	2521_390989	bacterial	bacterial	.	16s	bg	3	1	.	bg
Actinocatenispora thailandica	11452	227318	11452_227318	bacterial	bacterial	.	16s	.	3	0	.	.
Actinocorallia aurantiaca	12422	46204	12422_46204	bacterial	bacterial	.	16s	.	6	0	.	.
Actinocorallia aurea	6457	65511	6457_65511	bacterial	bacterial	.	16s	.	3	0	.	.
Actinocorallia cavernae	6383	328075	6383_328075	bacterial	bacterial	.	16s	.	2	0	.	.
Actinocorallia glomerata	10005	46203	10005_46203	bacterial	bacterial	.	16s	.	7	0	.	.
Actinocorallia herbida	11795	58109	11795_58109	bacterial	bacterial	.	16s	.	3	0	.	.
Actinocorallia lasiicapitis	6967	1677853	6967_1677853	bacterial	bacterial	.	16s	.	1	0	.	.
Actinocorallia libanotica	9963	46162	9963_46162	bacterial	bacterial	.	16s	.	7	0	.	.
Actinocorallia longicatena	7016	111803	7016_111803	bacterial	bacterial	.	16s	.	6	0	.	.
Actinocrinis puniceicyclus	15235	977794	15235_977794	bacterial	bacterial	.	16s	.	2	0	.	.
Actinocrispum wychmicini	10340	1213861	10340_1213861	bacterial	bacterial	.	16s	.	2	0	.	.
Actinokineospora acnipugnans	11526	1813471	11526_1813471	bacterial	bacterial	.	16s	.	1	0	.	.
Actinokineospora auranticolor	9398	155976	9398_155976	bacterial	bacterial	.	16s	.	2	0	.	.
Actinokineospora baliensis	8778	547056	8778_547056	bacterial	bacterial	.	16s	.	2	0	.	.
Actinokineospora bangkokensis	10623	1193682	10623_1193682	bacterial	bacterial	.	16s	.	2	0	.	.
Actinokineospora cianjurensis	12728	585224	12728_585224	bacterial	bacterial	.	16s	.	3	0	.	.
